player_id,player_name,games,ppg,ppg_tile,orpg,orpg_tile,drpg,drpg_tile,trpg,trpg_tile,apg,apg_tile,spg,spg_tile,bpg,bpg_tile,3pm,3pm_tile,3pa,3pct,ftm,ftm_tile,fta,fta_tile,ftpct
12730,Chuck Dunnigan,18,6.3,19,0.3,3,2.5,13,2.8,7,1.7,38,0.2,3,0.3,43,0.8,43,2.4,0.333,1.2,56,1.4,39,0.857
12732,Ethan Bushelle,21,8.1,28,2.8,84,4,42,6.9,58,1,15,0.7,30,0.5,64,0.6,38,1.8,0.333,0.2,15,0.5,15,0.4
12856,Sam Pollock,34,14.1,58,2.8,84,6,73,8.8,78,2.8,72,0.9,47,0.4,54,1,51,2.2,0.455,1.1,53,1.6,45,0.688
12957,Matt Medeiros,25,33.4,99,0.7,15,5.2,62,6,44,4.2,91,1.3,73,0.3,43,6.6,100,15.1,0.437,4.4,97,5.5,94,0.8
12964,Ben Koller,33,12.2,50,3,87,7.1,83,10.1,86,1.8,43,0.6,24,1,86,0.2,21,0.5,0.4,1.3,59,2,55,0.65
13508,George Skelton,13,21.2,86,3.7,95,5.5,67,9.2,81,2.5,64,2.8,98,0.8,79,0.7,41,3,0.233,2.1,79,3.3,78,0.636
13509,Mitch Thompson,11,5.2,15,0.6,10,1.9,5,2.5,4,1.4,27,0.5,19,0.1,21,1.3,56,4.8,0.271,0.1,11,0.2,8,0.5
13510,Alec Devon,18,12.2,50,2.1,68,5.1,61,7.2,62,1.8,43,1.9,93,0,7,0.8,43,3.3,0.242,1.4,61,2.4,64,0.583
13511,Phil DeSeignora,13,29.6,98,1.3,43,3.3,25,4.6,28,1.4,27,1.6,86,0.3,43,5.6,99,12.1,0.463,3.5,94,4.8,92,0.729
13512,Robert Hughes,13,6.9,21,2.1,68,4.7,53,6.8,57,1.5,32,0.8,38,0.2,34,0.1,15,0.4,0.25,0.8,43,1.2,33,0.667
13548,Mike Cawley,16,11.5,46,2,66,4.4,48,6.4,52,1.8,43,0.9,47,0.9,81,0.2,21,0.9,0.222,1.7,69,2.1,58,0.81
13777,Jake Dahlstrom,8,5.8,17,1.6,54,5.6,68,7.2,62,1.6,34,0.4,12,1.2,93,0.5,33,3,0.167,0.2,15,0.2,8,1
13780,Ryan Hof,33,26,95,0.6,10,5.1,61,5.7,41,2.7,70,0.9,47,0.7,74,4.4,97,11.6,0.379,3.6,95,5.2,93,0.692
13859,Marc Gasser-Wingate,18,14.6,60,1.8,59,9.1,96,10.8,91,3.6,86,0.9,47,0.5,64,2.3,80,5.8,0.397,0.6,35,1.1,31,0.545
13870,Mathieu Despots,9,4.9,12,0.9,23,3.9,38,4.8,32,1,15,0.4,12,0.1,21,0,10,0.9,0,0.8,43,1.8,50,0.444
13880,John Martin,18,13.8,56,1.3,43,3.7,33,5,35,2.2,55,1,53,0.6,68,0.9,47,2.7,0.333,1.9,76,2.4,64,0.792
14051,Eliot Green,19,19.1,80,0.7,15,3.8,35,4.6,28,1.5,32,1.3,73,0.2,34,3.6,94,7.7,0.468,1.9,76,1.9,53,1
14136,Jeffrey Yates,12,23.8,91,1.1,32,4.3,47,5.4,38,1.7,38,0.8,38,0,7,4.2,97,9.5,0.442,1.5,63,1.8,50,0.833
14275,"Andrew ""Bogut"" King",10,16.1,69,5.4,100,8.4,92,13.8,99,3.5,84,1.8,91,1.2,93,0.1,15,0.7,0.143,3.4,93,6.2,97,0.548
14280,Tyler Bouchard,10,7.3,23,1.3,43,5.8,71,7.1,61,1,15,0.5,19,0.8,79,0.6,38,2.3,0.261,0.3,18,0.4,13,0.75
14545,Lyon Van Voorhis,33,19.3,81,2.8,84,9.2,96,12,95,2.2,55,1.4,79,2.1,98,1.5,62,3.9,0.385,1.7,69,3.8,84,0.447
14811,Kevin Clarke,11,21.1,86,1.1,32,7.5,86,8.5,76,2.4,61,1.3,73,1.2,93,1.5,62,4.3,0.349,2.3,81,2.7,69,0.852
14826,Nate Toll,9,16.9,71,0.9,23,3.8,35,4.7,31,1.9,46,0.3,7,0,7,3.1,90,7.8,0.397,0.7,38,1.2,33,0.583
15849,Adam Blake,10,20.6,85,1.2,38,5.5,67,6.7,55,2.1,53,1.4,79,0.1,21,5,99,12.4,0.403,1.2,56,1.8,50,0.667
15850,Jackson Forelli,11,2.3,3,1.1,32,2,6,3.1,9,1.1,18,0.8,38,0.1,21,0.1,15,0.5,0.2,0.2,15,0.4,13,0.5
15851,Sean Murphy,7,4.1,10,2.7,82,3.7,33,6.4,52,0.4,3,0.3,7,1,86,0,10,0.4,0,0.4,23,1.4,39,0.286
